"Source","Target","Type","Id","Label","timeset","Weight"
15,79,"Directed",597,"Overall residential property prices indexThe second set of the latest ""Gazette""","",1
15,80,"Directed",598,"Overall residential property prices indexOvernight visitors per capita consumption","",1
15,81,"Directed",599,"Overall residential property prices indexGolden Week statistics - Travelers","",1
15,83,"Directed",600,"Overall residential property prices indexThe average occupancy rate of hotels and guest-houses","",1
15,84,"Directed",601,"Overall residential property prices indexThe average salary of full-time employees gambling","",1
15,86,"Directed",602,"Overall residential property prices indexOffenses on aircraft","",1
15,88,"Directed",603,"Overall residential property prices indexThe total length of road traffic","",1
15,89,"Directed",604,"Overall residential property prices indexOvernight visitors","",1
15,90,"Directed",605,"Overall residential property prices indexBanking full-time employees","",1
15,92,"Directed",606,"Overall residential property prices indexPer capita GDP","",1
15,93,"Directed",607,"Overall residential property prices indexTotal import and export between China and Portuguese-speaking countries","",1
15,94,"Directed",608,"Overall residential property prices indexThe average length of stay of guests","",1
15,95,"Directed",609,"Overall residential property prices indexCPI - inflation","",1
15,97,"Directed",610,"Overall residential property prices indexTotal visitor spending","",1
15,101,"Directed",611,"Overall residential property prices indexPublic interest groups fitness data","",1
15,102,"Directed",612,"Overall residential property prices indexLand area","",1
15,107,"Directed",613,"Overall residential property prices indexUse License issued residential units","",1
15,108,"Directed",614,"Overall residential property prices indexDay visitors per capita consumption","",1
15,111,"Directed",615,"Overall residential property prices indexRetail sales","",1
15,114,"Directed",616,"Overall residential property prices indexStatistics of external merchandise trade - exports","",1
15,117,"Directed",617,"Overall residential property prices indexThe total length of roads","",1
15,127,"Directed",618,"Overall residential property prices indexExternal merchandise trade statistics - imports","",1
15,128,"Directed",619,"Overall residential property prices indexThe average salary of full-time employees Banking","",1
15,129,"Directed",620,"Overall residential property prices indexExhibition activity participants / spectators","",1
15,133,"Directed",621,"Overall residential property prices indexCEPA exports of goods","",1
15,134,"Directed",622,"Overall residential property prices indexDay visitors","",1
15,143,"Directed",623,"Overall residential property prices indexGaming full-time employees","",1
15,147,"Directed",624,"Overall residential property prices indexThe unemployment rate of local residents","",1
15,148,"Directed",625,"Overall residential property prices indexSpot residential property prices index","",1
15,150,"Directed",626,"Overall residential property prices indexSpectator sports information","",1
15,152,"Directed",627,"Overall residential property prices indexStatistical youth entrepreneurship assistance program - to benefit industry","",1
15,153,"Directed",628,"Overall residential property prices indexLocal residents Employment median monthly employment earnings","",1
15,157,"Directed",629,"Overall residential property prices indexThe cumulative total foreign direct investment","",1
15,158,"Directed",630,"Overall residential property prices indexLength of coastline","",1
15,159,"Directed",631,"Overall residential property prices indexPatent applications for invention registration","",1
15,168,"Directed",632,"Overall residential property prices indexReal growth rates of GDP","",1
15,172,"Directed",633,"Overall residential property prices indexPlace of business name and logo registration applications","",1
15,173,"Directed",634,"Overall residential property prices indexDesign and new registration applications","",1
15,175,"Directed",635,"Overall residential property prices indexAwarded the prize awards Sports Information","",1
15,176,"Directed",636,"Overall residential property prices indexYouth Business Assistance Program statistics - Application Overview","",1
15,180,"Directed",637,"Overall residential property prices indexThe cumulative total foreign direct investment","",1
15,183,"Directed",638,"Overall residential property prices indexUncompleted residential property price index","",1
15,184,"Directed",639,"Overall residential property prices indexThe average daily wage of construction workers in the field","",1
15,200,"Directed",640,"Overall residential property prices indexSpecial SME Credit Guarantee Scheme statistics - to benefit industry","",1
15,207,"Directed",641,"Overall residential property prices indexUtility patent registration applications","",1
15,209,"Directed",642,"Overall residential property prices indexSME Assistance Program statistics - Application Overview","",1
15,210,"Directed",643,"Overall residential property prices indexThe average daily wage of local construction workers","",1
15,211,"Directed",644,"Overall residential property prices indexThe value of exports of goods CEPA","",1
15,215,"Directed",645,"Overall residential property prices indexCEPA Macao Service Supplier Certificate","",1
15,219,"Directed",646,"Overall residential property prices indexThe average price per square meter of office units","",1
15,235,"Directed",647,"Overall residential property prices indexSME Credit Guarantee Scheme statistics - Application Overview","",1
15,242,"Directed",648,"Overall residential property prices indexThe average price per square meter of industrial units","",1
15,259,"Directed",649,"Overall residential property prices indexPatent applications invention extends","",1
15,295,"Directed",650,"Overall residential property prices indexSpecial SME Credit Guarantee Scheme statistics - Application Overview","",1
15,296,"Directed",651,"Overall residential property prices indexSME Assistance Program statistics - to benefit industry","",1
15,297,"Directed",652,"Overall residential property prices indexSME Credit Guarantee Scheme statistics - to benefit industry","",1
15,299,"Directed",653,"Overall residential property prices indexEncourage enterprises to upgrade statistical development subsidy program - Application Overview","",1
15,300,"Directed",654,"Overall residential property prices indexMacao air operator","",1
15,346,"Directed",655,"Overall residential property prices indexMaintenance organizations","",1
15,349,"Directed",656,"Overall residential property prices indexMacau to accept the aircraft type and model","",1
15,350,"Directed",657,"Overall residential property prices indexMaintenance Training Organization","",1
15,351,"Directed",658,"Overall residential property prices indexMacao registered aircraft","",1
16,21,"Directed",659,"The newly established companyThe average length of stay travelers","",1
16,23,"Directed",660,"The newly established companyParish Land area","",1
16,26,"Directed",661,"The newly established companyMacao SAR Resident Identity Card holders statistics","",1
16,28,"Directed",662,"The newly established companyExhibition activity","",1
16,43,"Directed",663,"The newly established companyThe number of lots statistics","",1
16,44,"Directed",664,"The newly established companyUAV application activity data","",1
16,48,"Directed",665,"The newly established companyWon wage workers instructions residential units","",1
16,50,"Directed",666,"The newly established companyDeparture flight punctuality rate","",1
16,52,"Directed",667,"The newly established companyApplications for trademark registration","",1
16,58,"Directed",668,"The newly established companyThe first set of the latest ""Gazette""","",1
16,61,"Directed",669,"The newly established companyThe overall unemployment rate","",1
16,62,"Directed",670,"The newly established companyPersonnel Licensing Overview","",1
16,68,"Directed",671,"The newly established companyVisitors per capita consumption","",1
16,72,"Directed",672,"The newly established companyThe hotel offers rooms and apartments","",1
16,74,"Directed",673,"The newly established companyThe average duration of the exhibition event / exhibition","",1
16,76,"Directed",674,"The newly established companyGross Domestic Product (expenditure) - current prices","",1
16,77,"Directed",675,"The newly established companyThe average daily wage of construction workers","",1
16,79,"Directed",676,"The newly established companyThe second set of the latest ""Gazette""","",1
16,80,"Directed",677,"The newly established companyOvernight visitors per capita consumption","",1
16,81,"Directed",678,"The newly established companyGolden Week statistics - Travelers","",1
16,83,"Directed",679,"The newly established companyThe average occupancy rate of hotels and guest-houses","",1
16,84,"Directed",680,"The newly established companyThe average salary of full-time employees gambling","",1
16,86,"Directed",681,"The newly established companyOffenses on aircraft","",1
16,88,"Directed",682,"The newly established companyThe total length of road traffic","",1
16,89,"Directed",683,"The newly established companyOvernight visitors","",1
16,90,"Directed",684,"The newly established companyBanking full-time employees","",1
16,92,"Directed",685,"The newly established companyPer capita GDP","",1
16,93,"Directed",686,"The newly established companyTotal import and export between China and Portuguese-speaking countries","",1
16,94,"Directed",687,"The newly established companyThe average length of stay of guests","",1
16,95,"Directed",688,"The newly established companyCPI - inflation","",1
16,97,"Directed",689,"The newly established companyTotal visitor spending","",1
16,101,"Directed",690,"The newly established companyPublic interest groups fitness data","",1
16,102,"Directed",691,"The newly established companyLand area","",1
16,107,"Directed",692,"The newly established companyUse License issued residential units","",1
16,108,"Directed",693,"The newly established companyDay visitors per capita consumption","",1
16,111,"Directed",694,"The newly established companyRetail sales","",1
16,114,"Directed",695,"The newly established companyStatistics of external merchandise trade - exports","",1
16,117,"Directed",696,"The newly established companyThe total length of roads","",1
16,127,"Directed",697,"The newly established companyExternal merchandise trade statistics - imports","",1
16,128,"Directed",698,"The newly established companyThe average salary of full-time employees Banking","",1
16,129,"Directed",699,"The newly established companyExhibition activity participants / spectators","",1
16,133,"Directed",700,"The newly established companyCEPA exports of goods","",1
16,134,"Directed",701,"The newly established companyDay visitors","",1
16,143,"Directed",702,"The newly established companyGaming full-time employees","",1
16,147,"Directed",703,"The newly established companyThe unemployment rate of local residents","",1
16,148,"Directed",704,"The newly established companySpot residential property prices index","",1
16,150,"Directed",705,"The newly established companySpectator sports information","",1
16,152,"Directed",706,"The newly established companyStatistical youth entrepreneurship assistance program - to benefit industry","",1
16,153,"Directed",707,"The newly established companyLocal residents Employment median monthly employment earnings","",1
16,157,"Directed",708,"The newly established companyThe cumulative total foreign direct investment","",1
16,158,"Directed",709,"The newly established companyLength of coastline","",1
16,159,"Directed",710,"The newly established companyPatent applications for invention registration","",1
16,168,"Directed",711,"The newly established companyReal growth rates of GDP","",1
16,172,"Directed",712,"The newly established companyPlace of business name and logo registration applications","",1
16,173,"Directed",713,"The newly established companyDesign and new registration applications","",1
16,175,"Directed",714,"The newly established companyAwarded the prize awards Sports Information","",1
16,176,"Directed",715,"The newly established companyYouth Business Assistance Program statistics - Application Overview","",1
16,180,"Directed",716,"The newly established companyThe cumulative total foreign direct investment","",1
16,183,"Directed",717,"The newly established companyUncompleted residential property price index","",1
16,184,"Directed",718,"The newly established companyThe average daily wage of construction workers in the field","",1
16,200,"Directed",719,"The newly established companySpecial SME Credit Guarantee Scheme statistics - to benefit industry","",1
16,207,"Directed",720,"The newly established companyUtility patent registration applications","",1
16,209,"Directed",721,"The newly established companySME Assistance Program statistics - Application Overview","",1
16,210,"Directed",722,"The newly established companyThe average daily wage of local construction workers","",1
16,211,"Directed",723,"The newly established companyThe value of exports of goods CEPA","",1
16,215,"Directed",724,"The newly established companyCEPA Macao Service Supplier Certificate","",1
16,219,"Directed",725,"The newly established companyThe average price per square meter of office units","",1
16,235,"Directed",726,"The newly established companySME Credit Guarantee Scheme statistics - Application Overview","",1
16,242,"Directed",727,"The newly established companyThe average price per square meter of industrial units","",1
16,259,"Directed",728,"The newly established companyPatent applications invention extends","",1
16,295,"Directed",729,"The newly established companySpecial SME Credit Guarantee Scheme statistics - Application Overview","",1
16,296,"Directed",730,"The newly established companySME Assistance Program statistics - to benefit industry","",1
16,297,"Directed",731,"The newly established companySME Credit Guarantee Scheme statistics - to benefit industry","",1
16,299,"Directed",732,"The newly established companyEncourage enterprises to upgrade statistical development subsidy program - Application Overview","",1
16,300,"Directed",733,"The newly established companyMacao air operator","",1
16,346,"Directed",734,"The newly established companyMaintenance organizations","",1
16,349,"Directed",735,"The newly established companyMacau to accept the aircraft type and model","",1
16,350,"Directed",736,"The newly established companyMaintenance Training Organization","",1
16,351,"Directed",737,"The newly established companyMacao registered aircraft","",1
18,29,"Directed",738,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of civil servants statistics - divided by place of birth","",1
18,30,"Directed",739,"Personnel rules and norms by private foundations and other public institutions the number of statisticsCertificate of Entitlement issued a number of statistics","",1
18,31,"Directed",740,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of civil servants statistics - divided by salary index points","",1
18,34,"Directed",741,"Personnel rules and norms by private foundations and other public institutions the number of statisticsMacau International Airport aircraft movements","",1
18,35,"Directed",742,"Personnel rules and norms by private foundations and other public institutions the number of statisticsPublic Service Training statistics - by training category","",1
18,38,"Directed",743,"Personnel rules and norms by private foundations and other public institutions the number of statisticsTen specialized health care category diagnosis and treatment of laboratory examinations trips","",1
18,45,"Directed",744,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of civil servants statistics - by oversight entities and other institutions division","",1
18,46,"Directed",745,"Personnel rules and norms by private foundations and other public institutions the number of statisticsNumber of Macao SAR travel documents issued statistics","",1
18,47,"Directed",746,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of civil servants statistics - divided by language knowledge","",1
18,54,"Directed",747,"Personnel rules and norms by private foundations and other public institutions the number of statisticsMacau International Airport passenger volume","",1
18,64,"Directed",748,"Personnel rules and norms by private foundations and other public institutions the number of statisticsChief Executive Election results statistics","",1
18,67,"Directed",749,"Personnel rules and norms by private foundations and other public institutions the number of statisticsCivil Aviation Authority of handling complaints and suggestions","",1
18,69,"Directed",750,"Personnel rules and norms by private foundations and other public institutions the number of statisticsCitizenship application statistics","",1
18,70,"Directed",751,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of civil servants statistics - divided by Qualification","",1
18,71,"Directed",752,"Personnel rules and norms by private foundations and other public institutions the number of statisticsNatural person voter registration statistics","",1
18,78,"Directed",753,"Personnel rules and norms by private foundations and other public institutions the number of statisticsCriminal record certificate issued quantity statistics","",1
18,82,"Directed",754,"Personnel rules and norms by private foundations and other public institutions the number of statisticsStatistics for the first time for identity cards Macao SAR","",1
18,85,"Directed",755,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of civil servants statistics - by age group and sex","",1
18,96,"Directed",756,"Personnel rules and norms by private foundations and other public institutions the number of statisticsGeneral Health Care Category (Health Center) divided by outpatient health centers","",1
18,99,"Directed",757,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of civil servants statistics - divided by employment law relationship","",1
18,106,"Directed",758,"Personnel rules and norms by private foundations and other public institutions the number of statisticsLegal voter registration statistics","",1
18,121,"Directed",759,"Personnel rules and norms by private foundations and other public institutions the number of statisticsMember Chief Executive Election Committee election results statistics","",1
18,126,"Directed",760,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of associations and consortia statistics","",1
18,132,"Directed",761,"Personnel rules and norms by private foundations and other public institutions the number of statisticsMacau International Airport cargo","",1
18,135,"Directed",762,"Personnel rules and norms by private foundations and other public institutions the number of statisticsHealth category according to the number of deaths divided by age group Statistics","",1
18,136,"Directed",763,"Personnel rules and norms by private foundations and other public institutions the number of statisticsBusiness charter flights and private aircraft movements","",1
18,145,"Directed",764,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of specialist human resources specialist department divided by category","",1
18,149,"Directed",765,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of inpatient specialized health care specialist divided by category","",1
18,154,"Directed",766,"Personnel rules and norms by private foundations and other public institutions the number of statisticsGeneral health care category (Other) Public Health Laboratory Overview","",1
18,156,"Directed",767,"Personnel rules and norms by private foundations and other public institutions the number of statisticsCivil Aviation Authority of the Legislative Council reply to a written question","",1
18,162,"Directed",768,"Personnel rules and norms by private foundations and other public institutions the number of statisticsHealth demographic category year-end","",1
18,171,"Directed",769,"Personnel rules and norms by private foundations and other public institutions the number of statisticsFinancial management agreement with the government category of private pharmacies","",1
18,178,"Directed",770,"Personnel rules and norms by private foundations and other public institutions the number of statisticsFinancial Management Category Medicaid","",1
18,185,"Directed",771,"Personnel rules and norms by private foundations and other public institutions the number of statisticsGeneral health care category (other) divided by parish pharmacies, drugstores and pharmacies as well as the number of pharmaceutical companies","",1
18,188,"Directed",772,"Personnel rules and norms by private foundations and other public institutions the number of statisticsFinancial management and expenditure budget actual expenditure category","",1
18,191,"Directed",773,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of deaths divided by category Health Group statistical underlying cause of death","",1
18,193,"Directed",774,"Personnel rules and norms by private foundations and other public institutions the number of statisticsHuman Resources category interns Overview","",1
18,195,"Directed",775,"Personnel rules and norms by private foundations and other public institutions the number of statisticsDisease Prevention and Control category by location number vaccinated","",1
18,196,"Directed",776,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of medical health statistics category","",1
18,197,"Directed",777,"Personnel rules and norms by private foundations and other public institutions the number of statisticsGeneral health care category (other) Macao medication profiles","",1
18,199,"Directed",778,"Personnel rules and norms by private foundations and other public institutions the number of statisticsFinancial management areas divided by actual expenditure budget","",1
18,203,"Directed",779,"Personnel rules and norms by private foundations and other public institutions the number of statisticsGeneral health care category (health center) are divided by age group Health Center outpatient visits","",1
18,208,"Directed",780,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe first ten reasons for seeking treatment in general health care category (Health Center) seeking primary health care","",1
18,213,"Directed",781,"Personnel rules and norms by private foundations and other public institutions the number of statisticsGeneral Health Care Category (Health Center) Health Center Medical Events","",1
18,214,"Directed",782,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of test general health care category (other) divided by virological test items","",1
18,217,"Directed",783,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of beds in the hospital category Health Statistics","",1
18,218,"Directed",784,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of test general health care category (other) divided by test items","",1
18,220,"Directed",785,"Personnel rules and norms by private foundations and other public institutions the number of statisticsSpecialized health care category divided by the specialist outpatient visits","",1
18,222,"Directed",786,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of inpatient specialized health care category divided by age group","",1
18,223,"Directed",787,"Personnel rules and norms by private foundations and other public institutions the number of statisticsSpecialized health care categories divided by age group outpatient visits","",1
18,225,"Directed",788,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of human resources category Health Bureau staff","",1
18,226,"Directed",789,"Personnel rules and norms by private foundations and other public institutions the number of statisticsGeneral health care category (other) Drug Monitoring Overview","",1
18,227,"Directed",790,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of (other) private medical activities in general health care category","",1
18,229,"Directed",791,"Personnel rules and norms by private foundations and other public institutions the number of statisticsNumber of notifiable diseases Disease Control and Prevention by vaccination by age category of preventable cases","",1
18,232,"Directed",792,"Personnel rules and norms by private foundations and other public institutions the number of statisticsDisease prevention and control category mosquito control work","",1
18,233,"Directed",793,"Personnel rules and norms by private foundations and other public institutions the number of statisticsGeneral health care category (other) illegal drugs industry inspection and processing overview","",1
18,234,"Directed",794,"Personnel rules and norms by private foundations and other public institutions the number of statisticsCDC Category injury deaths by accident category of","",1
18,239,"Directed",795,"Personnel rules and norms by private foundations and other public institutions the number of statisticsGeneral health care category (other) blood donors Overview","",1
18,240,"Directed",796,"Personnel rules and norms by private foundations and other public institutions the number of statisticsSpecialist Health Care Category Overview comprehensive assessment of Children","",1
18,241,"Directed",797,"Personnel rules and norms by private foundations and other public institutions the number of statisticsDisease Prevention and Control category by age group divided injury deaths","",1
18,243,"Directed",798,"Personnel rules and norms by private foundations and other public institutions the number of statisticsCDC vaccination plan major category of Macau coverage","",1
18,245,"Directed",799,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of senior health technician human resource subordinate units divided by category","",1
18,247,"Directed",800,"Personnel rules and norms by private foundations and other public institutions the number of statisticsGeneral health care category (other) blood collection overview","",1
18,249,"Directed",801,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of pharmacists human resources subordinate units divided by category","",1
18,250,"Directed",802,"Personnel rules and norms by private foundations and other public institutions the number of statisticsGeneral health care category (health center) health center health indicators","",1
18,251,"Directed",803,"Personnel rules and norms by private foundations and other public institutions the number of statisticsSpecialized health care emergency department Category Overview","",1
18,252,"Directed",804,"Personnel rules and norms by private foundations and other public institutions the number of statisticsHealth category health indicators Statistics","",1
18,253,"Directed",805,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of medical technicians human resources subordinate units divided by category","",1
18,254,"Directed",806,"Personnel rules and norms by private foundations and other public institutions the number of statisticsDisease prevention and control work category figures Radiological Protection category","",1
18,255,"Directed",807,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of injury accidents by cause category Disease Control and Prevention's division of injury","",1
18,256,"Directed",808,"Personnel rules and norms by private foundations and other public institutions the number of statisticsSpecialized health care category of diagnosis and treatment of laboratory examinations trips","",1
18,258,"Directed",809,"Personnel rules and norms by private foundations and other public institutions the number of statisticsSpecialized health care category is sub-divided specialist outpatient visits","",1
18,260,"Directed",810,"Personnel rules and norms by private foundations and other public institutions the number of statisticsGeneral health care category number License (other) health professionals","",1
18,261,"Directed",811,"Personnel rules and norms by private foundations and other public institutions the number of statisticsGeneral health care category (other) tobacco control inspections and prosecutions statistics","",1
18,263,"Directed",812,"Personnel rules and norms by private foundations and other public institutions the number of statisticsSpecialized health care category Conde S. Januario Hospital Medical Events","",1
18,264,"Directed",813,"Personnel rules and norms by private foundations and other public institutions the number of statisticsSpecialized health care category of patients rushed to the field of treatment divided by location for medical treatment","",1
18,266,"Directed",814,"Personnel rules and norms by private foundations and other public institutions the number of statisticsLicense number of health professionals in general health care category (other) divided by workplace","",1
18,267,"Directed",815,"Personnel rules and norms by private foundations and other public institutions the number of statisticsSpecialized health care category divided by age group of patients rushed to the field of treatment","",1
18,270,"Directed",816,"Personnel rules and norms by private foundations and other public institutions the number of statisticsSpecialized health care delivery room Category Overview","",1
18,272,"Directed",817,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of injury accidents Disease Control and Prevention category by category of accident","",1
18,275,"Directed",818,"Personnel rules and norms by private foundations and other public institutions the number of statisticsTen Disease Control and Prevention Category mandatory reporting of cases of disease","",1
18,277,"Directed",819,"Personnel rules and norms by private foundations and other public institutions the number of statisticsDisease prevention and control category according to the mandatory ten-year-old group is divided cases of notifiable diseases","",1
18,278,"Directed",820,"Personnel rules and norms by private foundations and other public institutions the number of statisticsDisease prevention and control category Community Health Working Group Overview","",1
18,279,"Directed",821,"Personnel rules and norms by private foundations and other public institutions the number of statisticsSpecialized health care category divided by specialty surgical passengers","",1
18,282,"Directed",822,"Personnel rules and norms by private foundations and other public institutions the number of statisticsCDC Category Ten new cases of cancer","",1
18,284,"Directed",823,"Personnel rules and norms by private foundations and other public institutions the number of statisticsDisease prevention and control and environmental context of the Ministry of Health food sampling work profile","",1
18,286,"Directed",824,"Personnel rules and norms by private foundations and other public institutions the number of statisticsHuman resources personnel category by age group distribution division","",1
18,290,"Directed",825,"Personnel rules and norms by private foundations and other public institutions the number of statisticsSpecialized health care Tuberculosis Prevention Center Category Overview","",1
18,292,"Directed",826,"Personnel rules and norms by private foundations and other public institutions the number of statisticsThe number of injury accidents Disease Control and Prevention category divided by age group","",1
18,293,"Directed",827,"Personnel rules and norms by private foundations and other public institutions the number of statisticsCDC category divided by age group HIV infection cases","",1
20,60,"Directed",828,"Recruitment of civil servants - the unified management of the opening test of comprehensive capacity assessment process dataPublic service jobs - a comprehensive assessment of the ability examination for a unified management system of data","",1
21,23,"Directed",829,"The average length of stay travelersParish Land area","",1
21,26,"Directed",830,"The average length of stay travelersMacao SAR Resident Identity Card holders statistics","",1
21,28,"Directed",831,"The average length of stay travelersExhibition activity","",1
21,43,"Directed",832,"The average length of stay travelersThe number of lots statistics","",1
21,44,"Directed",833,"The average length of stay travelersUAV application activity data","",1
21,48,"Directed",834,"The average length of stay travelersWon wage workers instructions residential units","",1
21,50,"Directed",835,"The average length of stay travelersDeparture flight punctuality rate","",1
21,52,"Directed",836,"The average length of stay travelersApplications for trademark registration","",1
21,58,"Directed",837,"The average length of stay travelersThe first set of the latest ""Gazette""","",1
21,61,"Directed",838,"The average length of stay travelersThe overall unemployment rate","",1
21,62,"Directed",839,"The average length of stay travelersPersonnel Licensing Overview","",1
21,68,"Directed",840,"The average length of stay travelersVisitors per capita consumption","",1
21,72,"Directed",841,"The average length of stay travelersThe hotel offers rooms and apartments","",1
21,74,"Directed",842,"The average length of stay travelersThe average duration of the exhibition event / exhibition","",1
21,76,"Directed",843,"The average length of stay travelersGross Domestic Product (expenditure) - current prices","",1
21,77,"Directed",844,"The average length of stay travelersThe average daily wage of construction workers","",1
21,79,"Directed",845,"The average length of stay travelersThe second set of the latest ""Gazette""","",1
21,80,"Directed",846,"The average length of stay travelersOvernight visitors per capita consumption","",1
21,81,"Directed",847,"The average length of stay travelersGolden Week statistics - Travelers","",1
21,83,"Directed",848,"The average length of stay travelersThe average occupancy rate of hotels and guest-houses","",1
21,84,"Directed",849,"The average length of stay travelersThe average salary of full-time employees gambling","",1
21,86,"Directed",850,"The average length of stay travelersOffenses on aircraft","",1
21,88,"Directed",851,"The average length of stay travelersThe total length of road traffic","",1
21,89,"Directed",852,"The average length of stay travelersOvernight visitors","",1
21,90,"Directed",853,"The average length of stay travelersBanking full-time employees","",1
21,92,"Directed",854,"The average length of stay travelersPer capita GDP","",1
21,93,"Directed",855,"The average length of stay travelersTotal import and export between China and Portuguese-speaking countries","",1
21,94,"Directed",856,"The average length of stay travelersThe average length of stay of guests","",1
21,95,"Directed",857,"The average length of stay travelersCPI - inflation","",1
21,97,"Directed",858,"The average length of stay travelersTotal visitor spending","",1
21,101,"Directed",859,"The average length of stay travelersPublic interest groups fitness data","",1
21,102,"Directed",860,"The average length of stay travelersLand area","",1
21,107,"Directed",861,"The average length of stay travelersUse License issued residential units","",1
21,108,"Directed",862,"The average length of stay travelersDay visitors per capita consumption","",1
21,111,"Directed",863,"The average length of stay travelersRetail sales","",1
21,114,"Directed",864,"The average length of stay travelersStatistics of external merchandise trade - exports","",1
21,117,"Directed",865,"The average length of stay travelersThe total length of roads","",1
21,127,"Directed",866,"The average length of stay travelersExternal merchandise trade statistics - imports","",1
21,128,"Directed",867,"The average length of stay travelersThe average salary of full-time employees Banking","",1
21,129,"Directed",868,"The average length of stay travelersExhibition activity participants / spectators","",1
21,133,"Directed",869,"The average length of stay travelersCEPA exports of goods","",1
21,134,"Directed",870,"The average length of stay travelersDay visitors","",1
21,143,"Directed",871,"The average length of stay travelersGaming full-time employees","",1
21,147,"Directed",872,"The average length of stay travelersThe unemployment rate of local residents","",1
21,148,"Directed",873,"The average length of stay travelersSpot residential property prices index","",1
21,150,"Directed",874,"The average length of stay travelersSpectator sports information","",1
21,152,"Directed",875,"The average length of stay travelersStatistical youth entrepreneurship assistance program - to benefit industry","",1
21,153,"Directed",876,"The average length of stay travelersLocal residents Employment median monthly employment earnings","",1
21,157,"Directed",877,"The average length of stay travelersThe cumulative total foreign direct investment","",1
21,158,"Directed",878,"The average length of stay travelersLength of coastline","",1
21,159,"Directed",879,"The average length of stay travelersPatent applications for invention registration","",1
21,168,"Directed",880,"The average length of stay travelersReal growth rates of GDP","",1
21,172,"Directed",881,"The average length of stay travelersPlace of business name and logo registration applications","",1
21,173,"Directed",882,"The average length of stay travelersDesign and new registration applications","",1
21,175,"Directed",883,"The average length of stay travelersAwarded the prize awards Sports Information","",1
21,176,"Directed",884,"The average length of stay travelersYouth Business Assistance Program statistics - Application Overview","",1
21,180,"Directed",885,"The average length of stay travelersThe cumulative total foreign direct investment","",1
21,183,"Directed",886,"The average length of stay travelersUncompleted residential property price index","",1
21,184,"Directed",887,"The average length of stay travelersThe average daily wage of construction workers in the field","",1
21,200,"Directed",888,"The average length of stay travelersSpecial SME Credit Guarantee Scheme statistics - to benefit industry","",1
21,207,"Directed",889,"The average length of stay travelersUtility patent registration applications","",1
21,209,"Directed",890,"The average length of stay travelersSME Assistance Program statistics - Application Overview","",1
21,210,"Directed",891,"The average length of stay travelersThe average daily wage of local construction workers","",1
21,211,"Directed",892,"The average length of stay travelersThe value of exports of goods CEPA","",1
21,215,"Directed",893,"The average length of stay travelersCEPA Macao Service Supplier Certificate","",1
21,219,"Directed",894,"The average length of stay travelersThe average price per square meter of office units","",1
21,235,"Directed",895,"The average length of stay travelersSME Credit Guarantee Scheme statistics - Application Overview","",1
21,242,"Directed",896,"The average length of stay travelersThe average price per square meter of industrial units","",1
21,259,"Directed",897,"The average length of stay travelersPatent applications invention extends","",1
21,295,"Directed",898,"The average length of stay travelersSpecial SME Credit Guarantee Scheme statistics - Application Overview","",1
21,296,"Directed",899,"The average length of stay travelersSME Assistance Program statistics - to benefit industry","",1
21,297,"Directed",900,"The average length of stay travelersSME Credit Guarantee Scheme statistics - to benefit industry","",1
21,299,"Directed",901,"The average length of stay travelersEncourage enterprises to upgrade statistical development subsidy program - Application Overview","",1
21,300,"Directed",902,"The average length of stay travelersMacao air operator","",1
21,346,"Directed",903,"The average length of stay travelersMaintenance organizations","",1
21,349,"Directed",904,"The average length of stay travelersMacau to accept the aircraft type and model","",1
21,350,"Directed",905,"The average length of stay travelersMaintenance Training Organization","",1
21,351,"Directed",906,"The average length of stay travelersMacao registered aircraft","",1
23,26,"Directed",907,"Parish Land areaMacao SAR Resident Identity Card holders statistics","",1
23,28,"Directed",908,"Parish Land areaExhibition activity","",1
23,43,"Directed",909,"Parish Land areaThe number of lots statistics","",1
23,44,"Directed",910,"Parish Land areaUAV application activity data","",1
23,48,"Directed",911,"Parish Land areaWon wage workers instructions residential units","",1
