id,dataset_name,url,Summary,Open Conditions,Data Classification,Data Format,Provide departments / entities,Department Phone Number,Department E-Mail,Update frequency,Basic Info API,Field Name,Field Types,Field Var Len,Field Description (T_Chinese),Field Description (S_Chinese),Field Description (English),Field Description (Portuguese),has_api,API name,Request Method,Return Format,API url,Interface Description,api_key,api_val,api_summary_en,has_url,url_labels,url_links,has_file,download_file_url
ca1cd724-5a13-43fe-a2af-403e07b3e826,Spot residential property prices index,https://data.gov.mo/Detail?id=ca1cd724-5a13-43fe-a2af-403e07b3e826,Reference to reflect changes in the spot price of residential units between the period and the base period.,Completely open,Demography,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,Quarterly,https://api.data.gov.mo/document/download/ca1cd724-5a13-43fe-a2af-403e07b3e826?token=qxN17DjjGJOyVHYLZ7YZ9xCgCIlmPD5wa&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '指數']","['年份', '指数']","['Year', 'Index']","['Ano', 'Índice']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=894&dataDirId=ca1cd724-5a13-43fe-a2af-403e07b3e826&token=gBxOXCeCUHvBMMRxE3u313WQbHB2UP1VM
3682eec7-81d4-4498-aed7-9273c4d40f01,The number of inpatient specialized health care specialist divided by category,https://data.gov.mo/Detail?id=3682eec7-81d4-4498-aed7-9273c4d40f01,"Specialized health care category, the number of patients by specialist division",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/3682eec7-81d4-4498-aed7-9273c4d40f01?token=d2tdZhlsvXemqB5pinCKyLnU2OBFBCRo&isNeedFile=0&lang=TC,"['year', 'departmentTC', 'departmentPT', 'specialtyTC', 'specialtyPT', 'numberOfInpatient']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['年度', '部門(中文)', '部門(葡文)', '專科(中文)', '專科(葡文)', '住院病人數目']","['年度', '部门(中文)', '部门(葡文)', '专科(中文)', '专科(葡文)', '住院病人数目']","['year', 'department(chinese)', 'department(português)', 'specicalist(chinese)', 'specicalist(português)', 'number of inpatients']","['ano', 'serviço(chinês)', 'serviço(português)', 'especialidade(chinês)', 'especialidade(português)', 'número de internamentos hospitalares']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=747&dataDirId=3682eec7-81d4-4498-aed7-9273c4d40f01&token=CdBrNE2gu0uwbXukSBBVmIKAJ6RNCpjNN
6dd9ca45-c648-43a6-acd0-f9bec0d061c7,Statistical youth entrepreneurship assistance program - to benefit industry,https://data.gov.mo/Detail?id=6dd9ca45-c648-43a6-acd0-f9bec0d061c7,Providing youth entrepreneurship assistance program to benefit industry statistics,Completely open,Entrepreneurship and Business,CSV,Economic and Technology Development Council,(853) 2888 2088,info@economia.gov.mo,per month,https://api.data.gov.mo/document/download/6dd9ca45-c648-43a6-acd0-f9bec0d061c7?token=nARhA8yNfpVo4Xag14M5RRhENgG81HVX&isNeedFile=0&lang=TC,"['Year', 'ChineseName', 'PortugueseName', 'ApprovedAmount']","['int', 'string', 'string', 'double']","['4', '*', '*', '-']","['年', '行業分類（中文）', '行業分類（葡文）', '批准金額（MOP）']","['年', '行业分类（中文）', '行业分类（葡文）', '批准金额（MOP）']","['Year', 'Classification of Economic Activities (Chinese)', 'Classification of Economic Activities (Portuguese)', 'Approved Amount (MOP)']","['Ano', 'Classificação de atividades econômicas (Chinês)', 'Classificação das Atividades Econômicas (português)', 'Montantes aprovados (MOP)']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=1014&dataDirId=6dd9ca45-c648-43a6-acd0-f9bec0d061c7&token=CNUnjZ1iZ5Uc7qd8Vo4RP2suPYj7HbmdM
997c6e81-24d7-41d9-919a-5edbda2d0fbb,Length of coastline,https://data.gov.mo/Detail?id=997c6e81-24d7-41d9-919a-5edbda2d0fbb,"Macao Special Administrative Region of the length of the coastline statistics, which after 2018: Data after 2018 by the Chief Executive Order No. 184/2018 approved by the Macao Special Administrative Region coastline surveying, surveying the time reference for the July 1, 2017.",Completely open,city ​​environment,XLSX,Cartography and Cadastre Authority,(853) 2834 0040,mail@dscc.gov.mo,Quarterly,https://api.data.gov.mo/document/download/997c6e81-24d7-41d9-919a-5edbda2d0fbb?token=tpf7FhgNbSNBioUjF7gJfGmXPdBS9q1NE&isNeedFile=0&lang=TC,"['year', 'regionNameTC', 'regionNameSC', 'regionNamePT', 'regionNameEN', 'coastlineLength']","['string', 'string', 'string', 'string', 'string', 'number']","['10', '100', '100', '250', '250', '-']","['年份', '區域名稱(繁體中文)', '區域名稱(簡體中文)', '區域名稱(葡文)', '區域名稱(英文)', '海岸線長度(km)']","['年份', '区域名称(繁体中文)', '区域名称(简体中文)', '区域名称(葡文)', '区域名称(英文)', '海岸线长度(km)']","['Year', 'Region name(Traditional Chinese)', 'Region name(Simplified Chinese)', 'Region name(Portuguese)', 'Region name(English)', 'Coastline length(km)']","['Ano', 'Nome das zonas (chinês tradicional)', 'Nome das zonas (chinês simplificado)', 'Nome das zonas (português)', 'Nome das zonas (inglês)', 'Comprimento da orla costeira(km)']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=853&dataDirId=997c6e81-24d7-41d9-919a-5edbda2d0fbb&token=wCShy5VugNIFvKJpry27e5XWPMlBo7yt
a610b85a-766c-4352-8847-3569bde2d028,Patent applications for invention registration,https://data.gov.mo/Detail?id=a610b85a-766c-4352-8847-3569bde2d028,Per month way to provide applications for invention patent registration statistics,Completely open,Entrepreneurship and Business,CSV,Economic and Technology Development Council,(853) 2888 2088,info@economia.gov.mo,per month,https://api.data.gov.mo/document/download/a610b85a-766c-4352-8847-3569bde2d028?token=y3zmyuOq8XcVmpIFZIHFCtnNzhQNvK3N&isNeedFile=0&lang=TC,"['Year', 'Month', 'Quantity']","['int', 'int', 'int']","['4', '2', '6']","['年', '月', '數量']","['年', '月', '數量']","['Year', 'Month', 'Quantity']","['Ano', 'Mês', 'Quantidade']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=907&dataDirId=a610b85a-766c-4352-8847-3569bde2d028&token=PelrwFJjByFqApQI762qRdH4qvlgRGFZ
03d0cb00-a17b-4833-b71a-ab906783f5e0,The number of Macao universities teaching staff ─ statistics on local and external division,https://data.gov.mo/Detail?id=03d0cb00-a17b-4833-b71a-ab906783f5e0,"By way of the academic year, the number of Macao universities to provide teaching staff by local and external division.",Completely open,education,CSV,Council of Higher Education,（853）2834 5403,info@dses.gov.mo,Per year,https://api.data.gov.mo/document/download/03d0cb00-a17b-4833-b71a-ab906783f5e0?token=BatDl73RcCo2uexwSM6b0q0e0VSl4wfx&isNeedFile=0&lang=TC,"['period', 'localAndNon-localStaffTC', 'localAndNon-localStaffPT', 'value']","['string', 'string', 'string', 'number']","['-', '-', '-', '-']","['年份', '本地及外聘(繁體中文)', '本地及外聘(葡文)', '教學人員人數']","['年份', '本地及外聘(繁体中文)', '本地及外聘(葡文)', '教学人员人数']","['-', '-', '-', '-']","['Ano', 'Recrutamento local e do exterior (caracteres chineses)', 'Recrutamento local e do exterior (caracteres em português)', 'Número de docentes']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=947&dataDirId=03d0cb00-a17b-4833-b71a-ab906783f5e0&token=yeuqzR22FPRnbcuPEwwqrbAjMtjJ9DegA
1ebae358-335f-4dec-9773-245e9bcd779e,General health care category (Other) Public Health Laboratory Overview,https://data.gov.mo/Detail?id=1ebae358-335f-4dec-9773-245e9bcd779e,"General health care category (the other), the Public Health Laboratory Overview",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/1ebae358-335f-4dec-9773-245e9bcd779e?token=7i0ShqpINrRTHbN1926cEHxt944EoNNw&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'value']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '分類(中文)', '分類(葡文)', '數值']","['年度', '分类(中文)', '分类(葡文)', '数值']","['year', 'category(chinese)', 'category(português)', 'value']","['ano', 'classificação (chinês)', 'classificação (português)', 'valor']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=772&dataDirId=1ebae358-335f-4dec-9773-245e9bcd779e&token=hhnvyG4blnfSxuiJVqY4NTEkbHF3tsTT
903f92bd-4c6e-439a-9a92-57ffcdde03a9,The cumulative total foreign direct investment,https://data.gov.mo/Detail?id=903f92bd-4c6e-439a-9a92-57ffcdde03a9,Over the years the amount of direct investment in Macao enterprises in other economic areas (regions) made rollover.,Completely open,Entrepreneurship and Business,XLS,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,Per year,https://api.data.gov.mo/document/download/903f92bd-4c6e-439a-9a92-57ffcdde03a9?token=FKuwBrlTQMiJ9NiskKcaGTubKp9FqNSb&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '累計總額/百萬澳門元']","['年份', '累计总额/百万澳门元']","['Year', 'Stock/Million MOP']","['Ano', 'Stock/Milhões de MOP']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=834&dataDirId=903f92bd-4c6e-439a-9a92-57ffcdde03a9&token=FQnwt4icS1NaEtjhgYAno4N0vDjAR75cM
b81695f0-9b8d-4a06-8433-eeb3dac72c19,Licensed operators of self-driving motor vehicle leasing company information,https://data.gov.mo/Detail?id=b81695f0-9b8d-4a06-8433-eeb3dac72c19,Licensed operators of self-driving motor vehicle leasing company information,Completely open,Tourism and Gaming,XML,Tourism,(853)28315566,webmaster@macaotourism.gov.mo,daily,https://api.data.gov.mo/document/download/b81695f0-9b8d-4a06-8433-eeb3dac72c19?token=rlYBaez6Uh04keKwjY0VqB1QPYLkYyIN&isNeedFile=0&lang=TC,"['mgto/rentalcar/com_name_cn', 'mgto/rentalcar/com_name_pt', 'mgto/rentalcar/com_ads_cn', 'mgto/rentalcar/com_ads_pt', 'mgto/rentalcar/com_tel', 'mgto/rentalcar/com_fax', 'mgto/rentalcar/email']","['string', 'string', 'string', 'string', 'string', 'string', 'string']","['*', '*', '*', '*', '*', '*', '*']","['繁體中文名稱', '葡文名稱', '繁體中文地址', '葡文地址', '聯絡電話', '傳真號碼', '聯絡電郵']","['繁体中文名称', '葡文名称', '繁体中文地址', '葡文地址', '联络电话', '传真号码', '联络电邮']","['Name in T.Chinese', 'Name in Portguese', 'Address in T.Chinese', 'Address in Portuguese', 'Contact Number', 'Fax', 'Email']","['Nome em Chinês T.', 'Nome em Português', 'Endereço em Chinês T.', 'Endereço em Português', 'Número de contacto', 'Número do Fax', 'E-mail de contacto']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=981&dataDirId=b81695f0-9b8d-4a06-8433-eeb3dac72c19&token=rpXshGQYCfWVth78FUyvp31e4ZEyEuGl5
08767a5c-3550-481d-b0d7-e72c55098f63,The total number of public bus stops,https://data.gov.mo/Detail?id=08767a5c-3550-481d-b0d7-e72c55098f63,The total number of public bus stops,Completely open,Public transit,XLSX,Transport Bureau,88666363,info@dsat.gov.mo,Quarterly,https://api.data.gov.mo/document/download/08767a5c-3550-481d-b0d7-e72c55098f63?token=fcjgwlG3hzb3kouYNqmcUdIdW5lP4guU&isNeedFile=0&lang=TC,"['year', 'item', 'subitem', 'amount', 'month']","['number', 'string', 'string', 'string', 'number']","['10', '100', '100', '100', '10']","['年份', '項目', '子項目', '總數', '月份']","['年份', '项目', '子项目', '总数', '月份']","['--', '--', '--', '--', '--']","['--', '--', '--', '--', '--']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=992&dataDirId=08767a5c-3550-481d-b0d7-e72c55098f63&token=9KxGKNXuuxnpLXv72BMxvDYAnHFkN0ktz
a31814e1-1843-4903-8cab-8d49af328f73,Health demographic category year-end,https://data.gov.mo/Detail?id=a31814e1-1843-4903-8cab-8d49af328f73,"Health category, the year-end to gender demographics",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/a31814e1-1843-4903-8cab-8d49af328f73?token=gjzBc0YVLQPDgqSnj3s2aUvJFCKlFzWB&isNeedFile=0&lang=TC,"['year', 'fromAge', 'toAge', 'gender', 'populationByThousands']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['年度', '歲數由', '歲數至', '性別', '人口(千人)']","['年度', '岁数由', '岁数至', '性别', '人口(千人)']","['year', 'lower age range', 'upper age range', 'gender', 'population(thousands)']","['ano', 'faixa etária inferior', 'faixa etária superior', 'gênero', 'população(milhares)']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=730&dataDirId=a31814e1-1843-4903-8cab-8d49af328f73&token=M3U0OC43Rv7IDwQmX8cyRnE7wY0dSHJA
0f48b275-0cb9-46ab-b3fc-e3249051b621,General Health Care Category (Health Center) according to the type of outpatient health centers and outpatient division,https://data.gov.mo/Detail?id=0f48b275-0cb9-46ab-b3fc-e3249051b621,"General health care category (health center), press the types of outpatient health centers and outpatient division",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/0f48b275-0cb9-46ab-b3fc-e3249051b621?token=HI9N7GtEvbkcKSle3Hs5MXWscDVMedJt&isNeedFile=0&lang=TC,"['categoryTC', 'categoryPT', 'locationTC', 'locationPT', 'count']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['門診種類(中文)', '門診種類(葡文)', '地點(中文)', '地點(葡文)', '門診人次']","['门诊种类(中文)', '门诊种类(葡文)', '地点(中文)', '地点(葡文)', '门诊人次']","['outpatient category(chinese)', 'outpatient category(português)', 'location(chinese)', 'location(português)', 'outpatient visits']","['tipo de consulta(chinês)', 'tipo de consulta(português)', 'local(chinês)', 'local(português)', 'número de consultas']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=766&dataDirId=0f48b275-0cb9-46ab-b3fc-e3249051b621&token=b4HhMfT9dMitpgECAs8NobNTyv4idJP3
3582b963-31c2-4d5b-8a08-1dc198fb125e,Number of buses,https://data.gov.mo/Detail?id=3582b963-31c2-4d5b-8a08-1dc198fb125e,Number of buses,Completely open,Public transit,XLSX,Transport Bureau,88666363,info@dsat.gov.mo,Quarterly,https://api.data.gov.mo/document/download/3582b963-31c2-4d5b-8a08-1dc198fb125e?token=0aBBdNVA8s2UdMGTUL0uDm6Uzeioe2Nh&isNeedFile=0&lang=TC,"['year', 'item', 'subitem', 'amount', 'month']","['number', 'string', 'string', 'string', 'number']","['10', '100', '100', '100', '10']","['年份', '項目', '子項目', '總數', '月份']","['年份', '项目', '子项目', '总数', '月份']","['--', '--', '--', '--', '--']","['--', '--', '--', '--', '--']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=997&dataDirId=3582b963-31c2-4d5b-8a08-1dc198fb125e&token=EmbRX1uH2Npb6MjXcyogBmmblV8OwJYqZ
4591e04c-e63e-467e-af72-d40c20210a42,Air Quality Index forecast,https://data.gov.mo/Detail?id=4591e04c-e63e-467e-af72-d40c20210a42,Predictive Index Air Quality Day Index.,Completely open,city ​​environment,XML,Meteorological and Geophysical Bureau,(853) 8898 6223,meteo@smg.gov.mo,As needed,https://api.data.gov.mo/document/download/4591e04c-e63e-467e-af72-d40c20210a42?token=I4HEvAXQBpdNiR4x9OxjC3yXzPzO6AJBd&isNeedFile=0&lang=TC,,,,,,,,FALSE,,,,,,,,,TRUE,"['Air Quality Index forecast', 'Air Quality Index forecast', 'Air Quality Index forecast']","['http://xml.smg.gov.mo/p_foreiqa.xml', 'http://xml.smg.gov.mo/c_foreiqa.xml', 'http://xml.smg.gov.mo/e_foreiqa.xml']",FALSE,
71df13f1-ab9d-480d-927d-c0058bcb7351,CAA processing queries,https://data.gov.mo/Detail?id=71df13f1-ab9d-480d-927d-c0058bcb7351,CAA processing queries,Completely open,Public transit,XLSX,Civil Aviation Authority,28511213,aacm@aacm.gov.mo,Quarterly,https://api.data.gov.mo/document/download/71df13f1-ab9d-480d-927d-c0058bcb7351?token=7R205QFQeT9t4f7Z4ualXiNKy3GQoyeL&isNeedFile=0&lang=TC,"['typeTc', 'typeEn', 'in-personChannelQty', 'emailChannelQty', 'faxChannelQty', 'letterChannelQty', 'phoneChannelQty']","['string', 'string', 'number', 'number', 'number', 'number', 'number']","['15', '40', '3', '3', '3', '3', '3']","['類別', '類別', '親臨數量', '電郵數量', '傳真數量', '信函數量', '電話數量']","['类别', '类别', '亲临数量', '电子邮件数量', '传真数量', '信函数量', '电话数量']","['category', 'category', 'in-person qty', 'email qty', 'fax qty', 'letter qty', 'telephone qty']","['categoría', 'categoría', 'pessoalmente', 'email', 'fax', 'Por carta', 'Por telefone']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=1061&dataDirId=71df13f1-ab9d-480d-927d-c0058bcb7351&token=m9WsigO80UMwAuPBuggjCUi9Ux1Y3hPQC
aeb5f3fd-b8d7-4562-8f4f-f28764eb7c9a,Awarded the prize awards Sports Information,https://data.gov.mo/Detail?id=aeb5f3fd-b8d7-4562-8f4f-f28764eb7c9a,The number of prizes awarded sports awards,Completely open,physical education,XLSX,Sports Authority,28580762,info@sport.gov.mo,Per year,https://api.data.gov.mo/document/download/aeb5f3fd-b8d7-4562-8f4f-f28764eb7c9a?token=6F4kyv7VcgY3PnzyAyKoXSfQLCmOrVRc4&isNeedFile=0&lang=TC,"['period', 'numberOfPeopleAwardedBonuses', 'numberOfPeopleAwardedCertificateOfMerit']","['string', 'string', 'string']","['30', '30', '30']","['年份', '獲頒發獎金人數', '獲頒發獎狀人數']","['年份', '获颁发奖金人数', '获颁发奖状人数']","['Year', 'Number of people awarded bonuses', 'Number of people awarded certificate of merit']","['Ano', 'número de atribuído prémio', 'número de atribuído cerificado']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=988&dataDirId=aeb5f3fd-b8d7-4562-8f4f-f28764eb7c9a&token=6eANTUM49SGfp6sWnx43fiOtqRmKfpmR6
b7ef2411-a129-4979-a1e4-fd072b58c2dc,Real growth rates of GDP,https://data.gov.mo/Detail?id=b7ef2411-a129-4979-a1e4-fd072b58c2dc,The amount after discounting price changes in variables to measure the speed of economic development.,Completely open,Entrepreneurship and Business,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,Quarterly,https://api.data.gov.mo/document/download/b7ef2411-a129-4979-a1e4-fd072b58c2dc?token=B0P79xPdw2hceoI6ctl7jmqusKp5zbxfx&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '實質變動/%']","['年份', '实质变动/%']","['Year', 'Changes in real terms/%']","['Ano', 'Variação real/%']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=836&dataDirId=b7ef2411-a129-4979-a1e4-fd072b58c2dc&token=FvPN3w71s9g5qv5TsRTBwRvazw5lHM7J
cdcd9dc6-d08c-4783-ae68-d3598a9b9945,Weather forecast,https://data.gov.mo/Detail?id=cdcd9dc6-d08c-4783-ae68-d3598a9b9945,"Weather forecast for the next seven days, including weather conditions, temperature, humidity, wind direction and speed and other information.",Completely open,city ​​environment,XML,Meteorological and Geophysical Bureau,(853) 8898 6223,meteo@smg.gov.mo,As needed,https://api.data.gov.mo/document/download/cdcd9dc6-d08c-4783-ae68-d3598a9b9945?token=OQAzah2vPElZQkqErJTZLYlfIatBrOrO&isNeedFile=0&lang=TC,,,,,,,,FALSE,,,,,,,,,TRUE,"['Weather forecast', 'Weather forecast', 'Weather forecast']","['http://xml.smg.gov.mo/e_forecast.xml', 'http://xml.smg.gov.mo/p_forecast.xml', 'http://xml.smg.gov.mo/c_forecast.xml']",FALSE,
d2f5af05-6ff6-4f6f-b5a9-f2717cddd5f8,Disease Prevention and Control category by nationality and mode of transmission of HIV infection cases divided,https://data.gov.mo/Detail?id=d2f5af05-6ff6-4f6f-b5a9-f2717cddd5f8,"Disease prevention and control category, nationality and mode of transmission of HIV infection cases divided",Completely open,medical hygiene,XML,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/d2f5af05-6ff6-4f6f-b5a9-f2717cddd5f8?token=xwTFPWxXxu9vrYUd2AhsRf4F5pESc2pK&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'descriptionTC', 'descriptionPT', 'gender', 'count']","['-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-']","['年度', '國籍和傳染途徑的分類(中文)', '國籍和傳染途徑的分類(葡文)', '國籍和傳染途徑的內容描述(中文)', '國籍和傳染途徑的內容描述(葡文)', '性別', '愛滋病病毒感染個案數目']","['年度', '国籍和传染途径的分类(中文)', '国籍和传染途径的分类(葡文)', '国籍和传染途径的内容描述(中文)', '国籍和传染途径的内容描述(葡文)', '性别', '爱滋病病毒感染个案数目']","['年度', '國籍和傳染途徑的分類(中文)', '國籍和傳染途徑的分類(葡文)', '國籍和傳染途徑的內容描述(中文)', '國籍和傳染途徑的內容描述(葡文)', '性別', '愛滋病病毒感染個案數目']","['ano', 'classificação por vias de transmissão e nacionalidade (chinês)', 'classificação por vias de transmissão e nacionalidade (português)', 'descrição das informações das vias de transmissão e nacionalidade (chinês)', 'descrição das informações das vias de transmissão e nacionalidade (português)', 'sexo', 'Número de casos de infecção por VIH']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=792&dataDirId=d2f5af05-6ff6-4f6f-b5a9-f2717cddd5f8&token=MPf69wGUFvcbMXbYHPjEvJAhuOR2NS9z
fe443e97-5544-4c2c-aacf-e77037da53a7,Provident fund system - a contributor registration cancellation - contributions divided by time,https://data.gov.mo/Detail?id=fe443e97-5544-4c2c-aacf-e77037da53a7,Under the retirement fund system time count the number of the year in the contributors cancellation of registration,Completely open,Administrative and Legal Affairs,CSV,Pension Fund,2835 6556,fp@fp.gov.mo,Per year,https://api.data.gov.mo/document/download/fe443e97-5544-4c2c-aacf-e77037da53a7?token=FG5oLm95La5aichdnx5cQoqA5vQArSlzX&isNeedFile=0&lang=TC,"['year', 'contribution Time', 'peopleCount']","['-', '-', '-']","['-', '-', '-']","['年份', '供款時間 (年)', '人數']","['年份', '供款时间 (年)', '人数']","['', '', '']","['Ano', 'Tempo de contribuição (Ano )', 'N.º de contribuintes']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=978&dataDirId=fe443e97-5544-4c2c-aacf-e77037da53a7&token=kEBYw2HItSrJz8ZbaWfSyUzb0WAkBROC
3f85a540-691c-4463-822e-634446f0ee9f,Financial management agreement with the government category of private pharmacies,https://data.gov.mo/Detail?id=3f85a540-691c-4463-822e-634446f0ee9f,"Financial management category, with the government's agreement with private pharmacies",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/3f85a540-691c-4463-822e-634446f0ee9f?token=G7vqOYtvwDoQCo9Z5EJvmjUAnrVB7q8I&isNeedFile=0&lang=TC,"['year', 'itemTC', 'itemPT', 'value']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '項目(中文)', '項目(葡文)', '數值']","['年度', '项目(中文)', '项目(葡文)', '数值']","['year', 'items(chinese)', 'items(português)', 'values']","['ano', 'item (chinês)', 'item (português)', 'valor']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=818&dataDirId=3f85a540-691c-4463-822e-634446f0ee9f&token=Le3OprC3frHq9DMYoOGBSmNtYm3hOAoPT
58f3e075-6f5c-4bc7-a103-bcd448e3f144,Place of business name and logo registration applications,https://data.gov.mo/Detail?id=58f3e075-6f5c-4bc7-a103-bcd448e3f144,"Per month, there is provided a place of business name and logo registration application statistics",Completely open,Entrepreneurship and Business,CSV,Economic and Technology Development Council,(853) 2888 2088,info@economia.gov.mo,per month,https://api.data.gov.mo/document/download/58f3e075-6f5c-4bc7-a103-bcd448e3f144?token=yCrCdxppUuuvh4BhjMvMFHEzWyvQaeehd&isNeedFile=0&lang=TC,"['Year', 'Month', 'Quantity']","['int', 'int', 'int']","['4', '2', '6']","['年', '月', '數量']","['年', '月', '數量']","['Year', 'Month', 'Quantity']","['Ano', 'Mês', 'Quantidade']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=906&dataDirId=58f3e075-6f5c-4bc7-a103-bcd448e3f144&token=5if68WQlm0Z0QqKPnO71Wxh3PgsuKZe9r
7af2fae3-e5bb-4244-b475-09bfa8774d2e,Design and new registration applications,https://data.gov.mo/Detail?id=7af2fae3-e5bb-4244-b475-09bfa8774d2e,"Per month manner, to provide design and new registration statistics",Completely open,Entrepreneurship and Business,CSV,Economic and Technology Development Council,(853) 2888 2088,info@economia.gov.mo,per month,https://api.data.gov.mo/document/download/7af2fae3-e5bb-4244-b475-09bfa8774d2e?token=SjuOyQoqV0W66CUwg37fQE3xkIY5ZcSWX&isNeedFile=0&lang=TC,"['Year', 'Month', 'Quantity']","['int', 'int', 'int']","['4', '2', '6']","['年', '月', '數量']","['年', '月', '數量']","['Year', 'Month', 'Quantity']","['Ano', 'Mês', 'Quantidade']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=909&dataDirId=7af2fae3-e5bb-4244-b475-09bfa8774d2e&token=5gRX2ktRq9pdXuJRZEiANs5AtCFPZpu4
